ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Dialect,Media_IDs,Sense_IDs
XV001853,tzh,ja' lek ya acha'inik te pechel tone,,,mejor usen como metate la piedra plana,,,Tenejapa,,SN001128
XV001854,tzh,ay mach'a ya xchaj yawil sk'al ta slajibal ts'un,,,"hay quienes chaporrean el sotobosque de su terreno para su milpa a finales del mes de ""ts'un""",,,Tenejapa,,SN001129 ; SN008214
XV001855,tzh,k'ax ch'aj te winike,,,el hombre es muy haragán,,,Petalcingo,,SN001130
XV001856,tzh,ma sk'an kuch si' me ch'ajil kereme,,,el muchacho haragán no quiere cargar leña,,,Petalcingo,,SN001130
XV001857,tzh,ma' bajt ta a'tel yu'un xch'ajil,,,no fue a trabajar por su pereza,,,Guaquitepec,,SN001131
XV001858,tzh,sok xch'ajilal la spas ya'tel te jbankile,,,mi hermano mayor hizo su trabajo con flojera,,,Villa Las Rosas,,SN001131
XV001859,tzh,chajaj k'inal yu'un te k'ajk'ale,,,el terreno quedó con poca vegetación por el calor,,,Guaquitepec,,SN001132
XV001860,tzh,chajaj sit te alaxaxe,,,al naranjo solamente le quedaron las frutas (perdió todas sus hojas),,,Bachajón,,SN001132
XV001861,tzh,"chajalix yanil te te'tikile, ma'yukix swamalel",,,"debajo de los árboles ya está desbrozado, ya no hay plantas",,,Tenejapa,,SN001133
XV001862,tzh,"maba pim ak'ale, chajal nax",,,"no está tupida tu milpa, tiene poco monte (entre las matas de maíz)",,,Petalcingo,,SN001133
XV001863,tzh,chajal e xulbal chije,,,el venado tiene los cuernos separados,,,Villa Las Rosas,,SN001133
XV001864,tzh,chikan chajal xmoch yu'un yaben te alale,,,se le nota lo ralo de las costillas del niño porque está flaco,,,Tenejapa,,SN001133
XV001865,tzh,chajal te sbakel mochile,,,la caja torácica está descarnada (esqueleto),,,Tenejapa,,SN001133
XV001866,tzh,ay chajal ixim ta ala ch'in moch,,,hay un poco de maíz en la canasta pequeña,,,Tenejapa,,SN001134
XV001867,tzh,jich xchajil ta moch ja' i iximi,,,así de tanto de maíz está en la canasta,,,Oxchuc,,SN001134
XV001868,tzh,li' chajalix te sp'isole,,,ya están aquí amontonadas las copas (del aguardiente),,,Tenejapa,,SN001135 ; SN004648
XV001869,tzh,"jokol awal tat yomolon, tsobolon, chajalon ta ye'tal awok",,,"gracias Padre estamos reunidos, estamos convocados, estamos congregados debajo de tus pies",,,Guaquitepec,,SN001135 ; SN008056
XV001870,tzh,chajal xanix sit te alaxaxe,,,solamente quedaron las frutas del naranjo (ya no tiene hojas),,,Bachajón,,SN001136
XV001871,tzh,chajal sbakel te ach'ixe,,,la muchacha está muy flaca (se le ven los huesos),,,Ametenango,,SN001137
XV001872,tzh,ya xba jchajan jk'inal yu'un ya jchuk jkawu a,,,voy a desherbar mi terreno para amarrar mi caballo,,,Guaquitepec,,SN001138
XV001873,tzh,"jixbeya yabinal me kapele, ha' xanix xachajambe me site",,,"deshoja el café, déjale las puras frutas",,,Bachajón,,SN001138
XV001874,tzh,ya jchajan chenek' ta moch,,,voy a poner un poco de frijol en la canasta,,,Tenejapa,,SN001139
XV001875,tzh,chukul ta ch'ajan sme' smut te antse,,,la gallina de la señora está amarrada con un mecate,,,Bachajón,,SN001140
XV001876,tzh,cha'lihk ch'ajan laj kich' tal,,,traje dos tiras de mecate,,,Bachajón,,SN001140
XV001877,tzh,mero lek ta tuhunel xch'ajanul te bate,,,es muy bueno para usar el mecate de corcho (que se hace con la corteza de ese árbol),,,Bachajón,,SN001141
XV001878,tzh,ma xapojbe xchajchaj te alale,,,no le quites su sonaja al bebé,,,Petalcingo,,SN001143
XV001879,tzh,lom ch'ajchi' a k'ot te we'lile,,,se puso muy salada la comida,,,Tenejapa,,SN001146
XV001880,tzh,xchajchon a tal ta ja'mal,,,vino haciendo ruido caminando en el monte,,,Guaquitepec,,SN001147
XV001881,tzh,xchajet a xkoh tal te ha'e,,,el agua baja haciendo ruido,,,Petalcingo,,SN001148
XV001882,tzh,xchajet nax te chenek'e,,,"el frijol suena (ruido seco y continuo, al ser manipulado)",,,Guaquitepec,,SN001148
XV001883,tzh,"tame ala xch'ajetat sok te chambalame, ma xch'i",,,"si andas de flojito con los animales, no crecen",,,Cancuc,,SN001149
XV001884,tzh,"¿bin yu'un xch'ajetate?, ban atinan",,,"¿por qué estás echando flojera?, ve a bañarte",,,Petalcingo,,SN001149
XV001885,tzh,cha'jey julon,,,llegué antier,,,Guaquitepec,,SN001150
XV001886,tzh,xk'otukon ta knah cha'je,,,anteayer fui a mi casa,,,Petalcingo,,SN001150
XV001887,tzh,cha'je oxejeyix la jta jbahtik,,,nos encontramos hace ya algunos días,,,Bachajón,,SN001151
XV001888,tzh,ch'ajtaj te mute,,,el pollo se desplumó,,,Guaquitepec,,SN001153
XV001889,tzh,la xch'ajtan sjol,,,se rasuró el cabello,,,Guaquitepec,,SN001154
XV001890,tzh,ch'ajub te jmamuch ta k'ine,,,mi abuelo se aburrió en la fiesta,,,Guaquitepec,,SN001156
XV001891,tzh,yakal ta ch'ajubel ta ipal naklej,,,se está poniéndose flojo de no hacer nada,,,Petalcingo,,SN001156
XV001892,tzh,la xch'ajubteson me in a'telile,,,ese trabajo me aburrió,,,Petalcingo,,SN001157
XV001893,tzh,yakal xchajulanel skajpe te jtatike,,,el señor está haciendo sonar su café (al lavarlo),,,Tenejapa,,SN001158
XV001894,tzh,chajulambeya yixta' te alale,,,hazle sonar su juguete al bebé,,,Bachajón,,SN001158
XV001895,tzh,"ma xachajula me awixta'e, sti'on kjol",,,"no hagas ruidos con tu juguete, me duele la cabeza",,,Petalcingo,,SN001158
XV001896,tzh,ya xbajat ta chak',,,te vas a la cama,,,Villa Las Rosas,,SN001160
XV001897,tzh,jun to yo'tan wayal ta xchak',,,todavía está tranquilo acostado en su cama,,,Villa Las Rosas,,SN001160
XV001898,tzh,la xchak' ta majel ta yeh,,,lo golpeó en la boca,,,Petalcingo,,SN001161
XV001899,tzh,la sti'on ch'ak,,,me picó una pulga,,,Guaquitepec,,SN001162
XV001900,tzh,ya me slilin jilel xch'akul te jtatik jts'unojel,,,el señor rezador va a sacudir sus pulgas,,,Tenejapa,,SN001162
XV001901,tzh,bayel xch'akul te tsotse,,,la cobija tiene muchas pulgas,,,Petalcingo,,SN001162
XV001902,tzh,sk'alelal selab ya staotik ch'ak,,,"cuando llega el mes de ""ch'ak"" es temporada de preparación de la tierra",,,Tenejapa,,SN001163
XV001903,tzh,yakix ta ch'akel te jmats'tike,,,"nuestra masa ya se está repartiendo (en partes iguales, a todos los presentes)",,,Oxchuc,,SN001164
XV001904,tzh,la yich'ix ch'akel te k'inale,,,el terreno ya se repartió,,,Tenejapa,,SN001164
XV001905,tzh,la jch'aktik jayeb reja ya yich' ak'el te pepsie,,,acordamos cuántas rejas de pepsi se van a dar,,,Oxchuc,,SN001164
XV001906,tzh,"k'asesa tal koaje, ya jch'ak patnaje",,,"pásame la coa, voy a abrir una zanja atrás de la casa",,,Villa Las Rosas,,SN001165
XV001907,tzh,weno a xpuhlin me chakaje,,,el palo mulato retoña muy bien,,,Petalcingo,,SN001167
XV001908,tzh,te talix cha'kaj winike,,,ahí viene el homosexual,,,Petalcingo,,SN001168
XV001909,tzh,ay xcha'kaj me in winike,,,"ese hombre es homosexual (""tiene homosexualidad"")",,,Petalcingo,,SN001169
XV001910,tzh,bayel ta jten te chakaletike,,,hay muchos tipos de tumores,,,Tenejapa,,SN001170
XV001911,tzh,yakal ta ch'iel chakal ta jpat,,,me está creciendo un forúnculo en la espalda,,,Guaquitepec,,SN001170
XV001912,tzh,t'omix xchakalul sk'ab kereme,,,el forúnculo del brazo del muchacho ya reventó,,,Villa Las Rosas,,SN001170
XV001913,tzh,"ma xya'an awot'an, ch'akalix jku'untik te stojole",,,"no te preocupes, su precio ya quedó arreglado por nosotros",,,Oxchuc,,SN001171
XV001914,tzh,ay ta chak'alte' te oxome,,,la olla está sobre el estante,,,Petalcingo,,SN001173
XV001915,tzh,ya kak' ta pasel jchak'alte',,,voy a mandar a hacer mi estante,,,Guaquitepec,,SN001173
XV001916,tzh,ya spas xchak'alte'ik te jkabinaletike,,,los caribios hacen su torre,,,Bachajón,,SN001174
XV001917,tzh,bayel chakanich ta k'altik,,,en la milpa hay mucha flor de botil,,,Tenejapa,,SN001175
XV001918,tzh,xchak'chun yu'un ik' te laminae,,,la lámina hace ruido por el viento,,,Tenejapa,,SN001176
XV001919,tzh,xchak'chon ye ta sik te kereme,,,el muchacho cruje sus dientes por el frio,,,Cancuc,,SN001177
XV001920,tzh,xchak'chun nax te me' tuluk'e,,,la guajolota está llamando,,,Tenejapa,,SN001178
XV001921,tzh,la xch'akeson,,,me maldijo,,,Petalcingo,,SN001179
XV001922,tzh,xchak'loj koel p'in,,,sonó fuerte al caer la olla,,,Ametenango,,SN001182
XV001923,tzh,ya jpastik ch'akom yu'un ma x'och ha' ta jnahtik a,,,vamos a hacer una zanja para que no entre agua a nuestra casa,,,Bachajón,,SN001183
XV001924,tzh,ya xcha'kuxajon teme ya xchamone,,,si muero resucitaré,,,Petalcingo,,SN001185
XV001925,tzh,ya to kich'tik cha'kuxajtesel,,,vamos a ser resucitados,,,Bachajón,,SN001186
XV001926,tzh,"la snuj ta bote sok la sk'ojk'o, hich la xcha'kuxajtes smut me in antse",,,"la tapó con un bote y la estuvo golpeando, así fue como esa mujer revivió a su gallina",,,Petalcingo,,SN001186 ; SN006961
XV001927,tzh,la xcha'k'uxubta te snich'ane,,,se reconcilió con su hijo,,,Petalcingo,,SN001188
XV001928,tzh,la xchalon te mise,,,el gato me aruñó,,,Petalcingo,,SN001189
XV001929,tzh,la jchalbe ta majel spat te kihts'ine,,,le rasguñé la espalda a mi hermanito,,,Bachajón,,SN001189 ; SN006071
XV001930,tzh,ya jch'al te ch'ulnaje,,,voy a adornar la iglesia,,,Guaquitepec,,SN001190
XV001931,tzh,siht'on yu'un te cha'lahm tsotse sok ma'yuk kip a hilon yu'un,,,la enfermedad del cabello me provocó hinchazón y me dejó sin fuerzas,,,Petalcingo,,SN001192
XV001932,tzh,chalal te sbej xanich'e,,,está acanalado el camino de las hormigas,,,Guaquitepec,,SN001193
XV001933,tzh,lek chalal jilel te lume,,,la tierra quedó bien acanalada,,,Oxchuc,,SN001193
XV001934,tzh,chikan chalajtik jilel yok sk'ab ta te' te chambalame,,,se ve cómo el animal dejó arañado el árbol con sus patas,,,Tenejapa,,SN001193
XV001935,tzh,in xchalil te lume,,,la tierra así está de acanalada,,,Oxchuc,,SN001193
XV001936,tzh,la ya'i ch'alojel woje ta snah jkaxlanetik,,,estuvo adornando ayer en casa de los mestizos,,,Petalcingo,,SN001196
XV001937,tzh,chamix te ijk'al tat wakaxe,,,ya se murió el toro negro,,,Guaquitepec,,SN001197
XV001938,tzh,chamen la la stajik te winike,,,(se dice que) al señor lo encontraron muerto,,,Guaquitepec,,SN001197
XV001939,tzh,ya xchamon,,,estoy enfermo,,,Ametenango,,SN001198
XV001940,tzh,chamix ta lek te mats'e,,,ya se molió bien fina la masa,,,Oxchuc,,SN001199
XV001941,tzh,jch'amoj ja' ta balte,,,he juntado agua en la cubeta,,,Guaquitepec,,SN001200
XV001942,tzh,ch'ama awa'iyik,,,escuchen (pongan atención),,,Tenejapa,,SN001201
XV001943,tzh,ya jch'ambat ka'ay stojol,,,te escucho,,,Guaquitepec,,SN001201
XV001944,tzh,la xch'am kantela,,,recibió las velas,,,Aguacatenango,,SN001203
XV001945,tzh,cham o'tantik sba te bin laj yale,,,fue raro lo que dijo,,,Chilón,,SN001204
XV001946,tzh,ya xcham yo'tanik yu'un,,,se sorprenden por eso,,,Bachajón,,SN001205
XV001947,tzh,cham nax la ya'iy kuando la ya'iy chamix state,,,se conmovió cuando escuchó que su papá ya había muerto,,es común omitir <o'tan> 'corazón' en esta expresión:,Villa Las Rosas,,SN001205
XV001948,tzh,ch'amal ha' ta kubeta,,,el agua está juntada en la cubeta,,,Petalcingo,,SN001206
XV001949,tzh,ch'amalix te k'ajk'e,,,el fuego ya está encendido,,,Oxchuc,,SN001207
XV001950,tzh,ja' kala ch'amal ini,,,éste mi hijito,,,Tenejapa,,SN001208
XV001951,tzh,¿tal bal ach'amaltak?,,,¿vinieron tus familiares?,,,Tenejapa,,SN001208
XV001952,tzh,k'ahunat ta chambahlam,,,pareces un animal,,,Petalcingo,,SN001209 ; SN003457
XV001953,tzh,¿bintik sbihil me chambahlame li' ta bahlumilale?,,,¿cómo se llaman los animales aquí en la tierra?,,,Petalcingo,,SN001209
XV001954,tzh,och la chambalam ta sk'al jbankil,,,(se dijo que) entraron animales a la milpa de mi hermano,,,Villa Las Rosas,,SN001209
XV001955,tzh,tebix te chambalametik ta wits,,,ya hay pocos animales en el cerro,,,Guaquitepec,,SN001209
XV001956,tzh,ma'yuk xchambalamik,,,no tienen animales,,se puede poseer como un todo o dividirse en <chan>+<bahlam>,Villa Las Rosas,,SN001209
XV001957,tzh,la stsob xchan sbahlamik,,,juntaron a sus animales,,,Petalcingo,,SN001209
XV001958,tzh,jlumaltike ma'yukix xchambalamul,,,nuestro pueblo ya no tiene animales,,,Villa Las Rosas,,SN001209
XV001959,tzh,ma wan ayuk lek xchan sbalamul,,,creo que no tiene muchos animales (hablando de un lugar),,,Cancuc,,SN001209
XV001960,tzh,xchamchunon nax,,,a cada rato estoy enfermo,,,Villa Las Rosas,,SN001210
XV001961,tzh,xchamchun k'inal a kya'i,,,se siente enfermo a cada rato,,,Petalcingo,,SN001210
XV001962,tzh,k'ax bohl te kcha'me'e,,,mi madrastra es muy mala,,,Petalcingo,,SN000868 ; SN001211
XV001963,tzh,tsakot ta chamel te kihts'ine,,,a mi hermanito le dio una enfermedad,,,Petalcingo,,SN001212
XV001964,tzh,tojil chamel,,,"enfermedad natural (es decir, no producida por brujería)",,,Cancuc,,SN001212
XV001965,tzh,a'bil chamel,,,enfermedad dada (producida por brujería),,,Cancuc,,SN001212
XV001966,tzh,ma to xyil xchamel,,,aún no menstrúa,,,Guaquitepec,,SN001213 ; SN004947
XV001967,tzh,ma xya'i ixta' me in ach'ixe kome yakal yilbel xchamel,,,"esa muchacha no juega, porque está menstruando",,,Petalcingo,,SN001213
XV001968,tzh,ayix xchamel te xMale,,,María ya está embarazada,,,Bachajón,,SN001214
XV001969,tzh,chamen te xawine,,,el gato está muerto,,,Cancuc,,SN001215
XV001970,tzh,k'ax tuh chamen ts'i',,,el perro muerto huele muy feo,,,Petalcingo,,SN001215
XV001971,tzh,wen chamen te we'bale,,,la masa está bien fina,,,Bachajón,,SN001216
XV001972,tzh,xba kil chamen winik,,,iré a ver al difunto,,,Yajalón,,SN001217
XV001973,tzh,xchamet k'inal a ka'i,,,me siento decaído,,,Petalcingo,,SN001218
XV001974,tzh,bajtik ta slumal Chamo',,,se fueron al municipio de Chamula,,,Tenejapa,,SN001219
XV001975,tzh,ma'yuk xch'amojbil te kapele,,,no hay con qué juntar el café,,,Bachajón,,SN001221
XV001976,tzh,ch'amo ha',,,recipiente para agua,,se reduce a <ch'amo> al formar compuestos o semi compuestos,Bachajón,,SN001221
XV001977,tzh,ch'amo ya'lel wahle',,,recipiente para juntar jugo de caña,,,Bachajón,,SN001221
XV001978,tzh,ch'amo k'a'pal,,,recipiente para basura,,,Bachajón,,SN001221
XV001979,tzh,lehbeya me talel xch'amo ch'ich'el,,,busca un recipiente para juntar su sangre,,,Bachajón,,SN001221
XV001980,tzh,la xchamtes smut me antse,,,la mujer dejó morir a su pollo,,,Petalcingo,,SN001222
XV001981,tzh,"la xchamtes sk'al me winike, k'ax mih laj ya'be poley",,,"el hombre secó su milpa, le aplicó demasiado Foley",,,Petalcingo,,SN001222
XV001982,tzh,ti'ot ta chan ts'i'e,,,el perro fue picado por una serpiente,,,Villa Las Rosas,,SN001224
XV001983,tzh,"yu'un wan ay xchan te alale, mero muk'uben xch'uht",,,creo que el niño tiene bichos porque tiene la panza muy grande,,,Bachajón,,SN001225
XV001984,tzh,bayel xchanul te ixime,,,el maíz tiene muchos bichos,,,Petalcingo,,SN001225
XV001985,tzh,laj kil me ha'e pero ayix xchanul i ma xhu'ix ta uch'el a,,,vi el agua pero ya tenía gusanos y así ya no se podía beber,,,Petalcingo,,SN001225 ; SN002354
XV001986,tzh,"lek ay te ma la xch'une, pero ya to me xcha'na' ta patil",,,"está bien que no aceptó, pero se va arrepentir después",,,Tenejapa,,SN001229
XV001987,tzh,ay xcha'nan te kereme,,,el joven tiene madrastra,,,Bachajón,,SN001230
XV001988,tzh,chaneb snah,,,tiene cuatro casas,,,Petalcingo,,SN001232
XV001989,tzh,xchanebal alalon,,,soy el cuarto hijo,,,Tenejapa,,SN001232
XV001990,tzh,chanej to nax te tale,,,apenas hace cuatro días que vino,,,Guaquitepec,,SN001233
XV001991,tzh,chanejix tal k'al sbael,,,se fue hace cuatro días,,,Tenejapa,,SN001233
XV001992,tzh,chanej to ya xtalon,,,vengo dentro de cuatro días,,,Cancuc,,SN001234
XV001993,tzh,lom jch'unej k'op te xcha'nich'ane i ya to la yuts'in,,,su hijastro es muy obediente y todavía lo maltrata,,,Tenejapa,,SN001237 ; SN002354 ; SN008625
XV001994,tzh,chanjeix xk'ohukon ta kuch si',,,hace cuatro días que fui a cargar leña,,,Petalcingo,,SN001238
XV001995,tzh,la sti'on chanul chab,,,me picó una abeja,,,Guaquitepec,,SN001240
XV001996,tzh,ya xchanuy lum te mute,,,la gallina escarba la tierra,,,Cancuc,,SN001242
XV001997,tzh,chapaix te awa'tejibale,,,ya alista tus herramientas,,,Guaquitepec,,SN001245
XV001998,tzh,la xchap sbaik,,,se organizaron,,,Petalcingo,,SN001245
XV001999,tzh,yakal xchapel elek',,,está resolviendo un caso de robo,,,Cancuc,,SN001245
XV002000,tzh,ma sna' xchapel son,,,no sabe afinar su guitarra,,,Petalcingo,,SN001245
XV002001,tzh,hich nax la xch'ap bahel te pak'etike,,,así nada más se llevó las ropas (sin empacarlas),,,Petalcingo,,SN001246
XV002002,tzh,la xch'ap tal alaletik,,,trajo a un montón de niños,,,Petalcingo,,SN001246
XV002003,tzh,xch'apoj tal sbaik te chanul chabe,,,las abejas se vinieron de a montón,,,Tenejapa,,SN001247
XV002004,tzh,ma' chapal te k'ope,,,el problema no está resuelto,,,Guaquitepec,,SN001248
XV002005,tzh,chapalix a hil,,,ya quedó acordado,,,Petalcingo,,SN001248
XV002006,tzh,chapajtik ta sbihil me mutetike,,,las aves están clasificadas por sus nombres,,,Petalcingo,,SN001248 ; SN005412
XV002007,tzh,"tatil, kojtesa tal chapal ak' jok'ol ta k'abte'",,,"hijo, baja el bejuco enrollado que está colgado en la rama",,,Tenejapa,,SN001249
XV002008,tzh,ch'apal sjol,,,tiene el cabello despeinado,,,Petalcingo,,SN001250 ; SN003095
XV002009,tzh,ch'apal stson,,,tiene los vellos púbicos largos y alborotados,,,Petalcingo,,SN001250
XV002010,tzh,te chapaye ya kwe'tik sok tomut,,,la pacaya la comemos con huevo,,,Petalcingo,,SN001252
XV002011,tzh,bayel ya xchonik chapay te jSan Jeronimoetike,,,los de San Jerónimo venden mucha pacaya,,,Bachajón,,SN001252
XV002012,tzh,ya sk'an ya jch'untik te chapbil k'ope,,,debemos respetar el acuerdo,,,Guaquitepec,,SN001255
XV002013,tzh,"ma ba k'ejel me jtatike, jchapomaltik",,,"ese señor no es (pariente) lejano, es de nuestra familia",,,Tenejapa,,SN001256
XV002014,tzh,jchapomal jba sok me ach'ix ine,,,soy pariente de esa muchacha,,,Cancuc,,SN001256
XV002015,tzh,te jchapomal sok te mach'atik jun ko'tan soke la spijt'esonik jilel,,,"mis parientes y mis conocidos se olvidaron de mí [Job19,14]",,,Oxchuc,,SN001256 ; SN006961
XV002016,tzh,kaytik ch'in chapor,,,chaporreemos un poco,,,Oxchuc,,SN001257
XV002017,tzh,ba ya'y chaporial ta te'tikil,,,se fue a chaporrear en la montaña,,,Tenejapa,,SN001257
XV002018,tzh,la jchaportey te spamlej k'inale,,,desbrocé la planada,,,Oxchuc,,SN001258
XV002019,tzh,ta wen sahb ya xba kchaporta jk'inale,,,muy temprano voy a chaporrear mi terreno,,,Petalcingo,,SN001258
XV002020,tzh,yakal ta ch'aptayel sjol yu'un jxoy,,,"las abejas ""jxoy"" se le están amontonando en su cabeza",,,Petalcingo,,SN001259
XV002021,tzh,me jxoye ya nax xch'aptawan,,,"la abeja ""jxoy"" sólo se nos amontona",,,Petalcingo,,SN001259
XV002022,tzh,"lok'an teye, ya xch'aptayat me xoye",,,"sal de allí, la abeja ""xoy"" se te va a amontonar",,,Guaquitepec,,SN001259
XV002023,tzh,laj yich' ch'aptayel sok antsetik me in winike,,,a ese señor se le juntaron mujeres alrededor,,,Petalcingo,,SN001259
XV002024,tzh,ch'atal snuk' te mute,,,el gallo tiene el cuello pelón,,,Oxchuc,,SN001260
XV002025,tzh,bajt ta nutsujel sok xcha'tat,,,se fue a cazar con su padrastro,,,Guaquitepec,,SN001261
XV002026,tzh,chawix jpayin,,,ya se reventó mi nixtamal,,,Ametenango,,SN001262
XV002027,tzh,lom chawen a lok' te paynile,,,el nixtamal salió sobrepasado de cocido,,,Tenejapa,,SN001262
XV002028,tzh,xchawoj k'axel cha'wol ch'um,,,pasó sujetando dos calabazas,,,Guaquitepec,,SN001263
XV002029,tzh,la jchaw tal ta jk'ab te jolboke,,,traje el repollo en mis manos,,,Tenejapa,,SN001263
XV002030,tzh,ay xchawaj te kereme,,,el muchacho sufre mareos,,,Petalcingo,,SN001264
XV002031,tzh,"ay wamal te ya xju' yu'un chawaj, jich bit'il otox wamal",,,"hay plantas que curan los desmayos, como el ""otox""",,,Cancuc,,SN001264
XV002032,tzh,"ch'aybiluk to ta jni', ch'aybiluk to ta jchikin, xchawajil te p'ise, xchawajil te limeteile",,,"que desaparezca todavía de mi nariz, que desaparezca aún de mis orejas, el mareo de la copa, el mareo de la botella (rezo)",,,Tenejapa,,SN001264
XV002033,tzh,chawal ton ta bej,,,hay una piedra tirada en el camino,,,Guaquitepec,,SN001265
XV002034,tzh,chawalix yu'un chamel,,,ya está guardando reposo por la enfermedad,,,Oxchuc,,SN001265
XV002035,tzh,"ja' xanix chawal te sbak'etale, lok'emix te xch'ulele bi",,,"sólo su cuerpo estaba allí tendido, su espíritu ya se había salido",,,Oxchuc,,SN001265
